"filename", "language", "YAML", "Python", "C++", "Docker", "Shell Script", "Properties", "CMake", "Makefile", "CMake Cache", "TypeScript", "C", "pip requirements", "WebAssembly Text Format", "JSON", "comment", "blank", "total"
"/home/ash/wasm/wasm-serverless/python/storage/repository.py", "Python", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 90
"/home/ash/wasm/wasm-serverless/python/test/postData.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/ash/wasm/wasm-serverless/python/test/primeTest.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 50
"/home/ash/wasm/wasm-serverless/python/test/singleFuncTest.py", "Python", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 51
"/home/ash/wasm/wasm-serverless/python/test/spectral_norm_test.py", "Python", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 35
"/home/ash/wasm/wasm-serverless/python/test/stringFetchTime.py", "Python", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 50
"/home/ash/wasm/wasm-serverless/python/test/stringTest.py", "Python", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 39
"/home/ash/wasm/wasm-serverless/python/test/wasmCountTest.py", "Python", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 55
"/home/ash/wasm/wasm-serverless/python/test/wasmProxytest.py", "Python", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 16, 108
"/home/ash/wasm/wasm-serverless/python/test/workflowContainerTest.py", "Python", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 55
"/home/ash/wasm/wasm-serverless/python/test/workflowTest.py", "Python", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 57
"/home/ash/wasm/wasm-serverless/python/wasmFunctions/binarytree.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 444, 0, 0, 16, 460
